2.0	-2.0515856253898366	0.911319377877496	-1.7455645753125537	0.015347002576277755
2.005	-2.052355224666456	0.9096525678208021	-1.7419161804668721	0.015869038128638057
2.01	-2.0531339826464823	0.907947921109444	-1.7382191111432088	0.016410865750510765
2.015	-2.0539219987694626	0.9062040786328843	-1.7344724431760306	0.016973429779350336
2.02	-2.0547193743179806	0.9044196043513215	-1.7306752171240716	0.01755773489337157
2.025	-2.055526212493895	0.9025929792733017	-1.7268264361360337	0.018164851177197232
2.03	-2.0563426184992837	0.9007225948275694	-1.7229250636414783	0.018795919722907683
2.035	-2.0571686996225345	0.8988067455541028	-1.7189700208485297	0.019452158835355806
2.04	-2.058004565330026	0.8968436210282283	-1.7149601840278585	0.020134870921122688
2.045	-2.0588503273637713	0.8948312969185936	-1.71089438155952	0.020845450152871554
2.05	-2.0597060998457297	0.8927677250645332	-1.7067713907162563	0.021585391015492776
2.055	-2.0605719993892344	0.890650722440082	-1.7025899341531134	0.02235629785780006
2.06	-2.061448145218305	0.888477958850532	-1.698348676069126	0.023159895594190082
2.065	-2.0623346592955425	0.8862469431817325	-1.6940462180017997	0.023998041725380954
2.07	-2.0632316664594565	0.8839550079917696	-1.6896810942093918	0.0248727398769799
2.075	-2.0641392945721715	0.8815992921980412	-1.6852517665892774	0.025786155090304862
2.08	-2.0650576746785503	0.8791767215683369	-1.6807566190724985	0.026740631143130047
2.085	-2.0659869411780223	0.8766839866712439	-1.676193951425304	0.027738710230499095
2.09	-2.066927232010328	0.8741175178758533	-1.6715619723770991	0.02878315539996523
2.095	-2.0678786888568927	0.8714734569112433	-1.6668587919806552	0.029876976214400466
2.1	-2.0688414573595106	0.8687476243984039	-1.6620824130943725	0.031023458212774416
2.105	-2.0698156873584024	0.86593548264624	-1.6572307218566187	0.032226196860136384
2.11	-2.07080153315197	0.8630320928531133	-1.6523014769985833	0.03348913682884071
2.115	-2.071799153780979	0.8600320656672445	-1.6472922978129265	0.03481661764271992
2.12	-2.0728087133402977	0.8569295038226525	-1.6422006505600586	0.03621342695581849
2.125	-2.0738303813218164	0.8537179352670053	-1.6370238330498406	0.03768486304311735
2.13	-2.074864332992943	0.8503902348144071	-1.6317589570819206	0.039236808473276596
2.135	-2.075910749815554	0.8469385318622494	-1.6264029283595098	0.04087581744172127
2.14	-2.076969819911527	0.8433541010701853	-1.6209524234051256	0.042609219905908595
2.145	-2.0780417385818772	0.8396272320591941	-1.6154038628971947	0.044445246538918154
2.15	-2.079126708888104	0.8357470730771123	-1.6097533807056468	0.04639317968094122
2.155	-2.08022494230592	0.8317014420912496	-1.6039967877227461	0.04846353703271231
2.16	-2.081336659464024	0.8274765967597385	-1.598129529347238	0.05066829696298588
2.165	-2.082462090983086	0.8230569519841144	-1.592146635165531	0.05302117723280282
2.17	-2.0836014784339962	0.8184247299339642	-1.5860426589531444	0.055537983029077746
2.175	-2.0847550754389435	0.8135595220726828	-1.579811606550439	0.058237045991817
2.18	-2.085923148945074	0.8084377350530972	-1.5734468483852515	0.061139784252138424
2.185	-2.08710598070871	0.8030318812169073	-1.566941012325526	0.0642714256989658
2.19	-2.088303869039064	0.7973096579386912	-1.560285851001368	0.06766195490214572
2.195	-2.089517130865464	0.7912327351050095	-1.5534720755059983	0.07134737188640039
2.2	-2.090746104213265	0.7847551313839238	-1.5464891440984567	0.07537139430669569
2.205	-2.0919911512033553	0.7778209985200142	-1.5393249895712806	0.0797878041082992
2.21	-2.093252661733901	0.7703615323064172	-1.5319656612649917	0.08466375468474927
2.215	-2.0945310580678513	0.7622905584895462	-1.5243948454516847	0.09008455117466405
2.22	-2.0958268006492626	0.7534980417157928	-1.5165932075609578	0.09616076655664949
2.225	-2.0971403956303227	0.7438402123284267	-1.5085374649089562	0.1030392087847996
2.23	-2.0984724048526684	0.7331239294971726	-1.5001990358458477	0.11092053934263989
2.235	-2.0998234594813483	0.721080665516019	-1.4915419915507675	0.12008904667063393
2.24	-2.101194279325612	0.7073204771694231	-1.4825197919788438	0.1309662429501816
2.245	-2.1025857015347174	0.691243860260832	-1.4730697413566	0.14421553037007595
2.25	-2.103998725954614	0.6718540279286227	-1.4631027327079393	0.16097021989747048
2.255	-2.1054345933344165	0.6472917699771901	-1.4524818588308985	0.18341411562064527
2.26	-2.1068949391999774	0.6133784374804176	-1.4409690243178126	0.21665954229598866
2.265	-2.108382175680592	0.5570305947097618	-1.4280579410662715	0.27720291557512816
2.269	-2.109594252501939	0.4609504999542067	-1.415997756867624	0.3816901650647734
2.27	-2.109900904924421	0.4218067642661166	-1.4126925355839957	0.4190586956297838
2.0	-2.0515856253898352	0.911319377877496	-1.7455645753125542	0.015347002576277758
2.005	-2.0523552246664583	0.9096525678208015	-1.7419161804668717	0.015869038128638026
2.01	-2.053133982646481	0.9079479211094439	-1.7382191111432097	0.016410865750510838
2.015	-2.0539219987694617	0.9062040786328843	-1.7344724431760312	0.01697342977935031
2.02	-2.0547193743179797	0.9044196043513215	-1.7306752171240714	0.0175577348933715
2.025	-2.055526212493896	0.9025929792733017	-1.7268264361360341	0.01816485117719719
2.03	-2.0563426184992837	0.9007225948275691	-1.7229250636414757	0.01879591972290769
2.035	-2.0571686996225345	0.8988067455541034	-1.7189700208485303	0.019452158835355813
2.04	-2.058004565330029	0.8968436210282271	-1.714960184027857	0.020134870921122414
2.045	-2.0588503273637713	0.8948312969185939	-1.7108943815595206	0.020845450152871647
2.05	-2.059706099845729	0.8927677250645338	-1.7067713907162576	0.021585391015492696
